population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life table,Greece,Female,90-94 years,Probability of death,2023,0.7017445660372451,0.7125128030740716,0.6915001936757521
All Population,Life table,Greece,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Greece,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Iceland,Male,10-14 years,Probability of death,2023,0.0005707358046151875,0.0006637414445316874,0.00048710202144936485
All Population,Life table,Iceland,Female,10-14 years,Probability of death,2023,0.00045102313698802075,0.0005230263616541553,0.00038772666484508667
All Population,Life table,Iceland,Male,15-19 years,Probability of death,2023,0.001977240662978403,0.002289843331323793,0.0016987286275149784
All Population,Life table,Iceland,Female,15-19 years,Probability of death,2023,0.0007352204013008327,0.0008487961306273828,0.0006314049257548666
All Population,Life table,Iceland,Male,20-24 years,Probability of death,2023,0.002527490912320602,0.0029271101699301187,0.002162208467562879
All Population,Life table,Iceland,Female,20-24 years,Probability of death,2023,0.0011186442723227664,0.0012855376714379697,0.0009529756105032316
All Population,Life table,Iceland,Male,25-29 years,Probability of death,2023,0.003896789286465132,0.004488779347915276,0.0033549001815205122
All Population,Life table,Iceland,Female,25-29 years,Probability of death,2023,0.001488728675205833,0.001725301916744651,0.001271270411946421
All Population,Life table,Iceland,Male,30-34 years,Probability of death,2023,0.0038595286498872617,0.0044453031910856415,0.003325520239988955
All Population,Life table,Iceland,Female,30-34 years,Probability of death,2023,0.0020475289295350577,0.0023708246694884583,0.001776570485187201
All Population,Life table,Iceland,Male,35-39 years,Probability of death,2023,0.004681506333558858,0.0053908923974523015,0.004030301346933485
All Population,Life table,Iceland,Female,35-39 years,Probability of death,2023,0.003122276557420961,0.0036228861293330582,0.002708506241009989
All Population,Life table,Iceland,Male,40-44 years,Probability of death,2023,0.008450091537824233,0.009834033549121607,0.007272866940253464
All Population,Life table,Iceland,Female,40-44 years,Probability of death,2023,0.005505361354423616,0.006426998183000782,0.004775952897225449
All Population,Life table,Iceland,Male,45-49 years,Probability of death,2023,0.01110609564708573,0.012759591294520886,0.009583137991238989
All Population,Life table,Iceland,Female,45-49 years,Probability of death,2023,0.006711292329198665,0.007723109422071703,0.00586019806240885
All Population,Life table,Iceland,Male,50-54 years,Probability of death,2023,0.014207780354340283,0.01626812961071133,0.012204826582259604
All Population,Life table,Iceland,Female,50-54 years,Probability of death,2023,0.008487118618013673,0.009717818430494664,0.007285074357072218
All Population,Life table,Iceland,Male,55-59 years,Probability of death,2023,0.02415434402916607,0.027604852146020015,0.02100906718074582
All Population,Life table,Iceland,Female,55-59 years,Probability of death,2023,0.014118766877633792,0.01612326342100237,0.012190897017416838
All Population,Life table,Iceland,Male,60-64 years,Probability of death,2023,0.033926759917712816,0.03858386420538915,0.02915205618975795
All Population,Life table,Iceland,Female,60-64 years,Probability of death,2023,0.025544443490691154,0.02931347084795688,0.022432027720405808
All Population,Life table,Iceland,Male,65-69 years,Probability of death,2023,0.05568806801757871,0.06337527476174808,0.04862023176097603
All Population,Life table,Iceland,Female,65-69 years,Probability of death,2023,0.036114483547459,0.04134298107256497,0.03139541168427227
All Population,Life table,Iceland,Male,70-74 years,Probability of death,2023,0.0861127399306555,0.09798168838948389,0.07507174190174314
All Population,Life table,Iceland,Female,70-74 years,Probability of death,2023,0.05987816696190496,0.06773882868707017,0.052210607260511924
All Population,Life table,Iceland,Male,75-79 years,Probability of death,2023,0.16447683317875367,0.184248206355414,0.14565277540644228
All Population,Life table,Iceland,Female,75-79 years,Probability of death,2023,0.1150219552927723,0.12938588171371476,0.10065310007751292
All Population,Life table,Malta,Male,75-79 years,Probability of death,2023,0.14628352283710877,0.16411724025534624,0.13016897579938919
All Population,Life table,Malta,Female,75-79 years,Probability of death,2023,0.10457250993012393,0.11800981633368358,0.09202904345678645
All Population,Life table,Malta,Male,80-84 years,Probability of death,2023,0.2786704032055812,0.3079013516477204,0.2504377994820861
All Population,Life table,Malta,Female,80-84 years,Probability of death,2023,0.2139166553330793,0.23789518906085375,0.1916049226739807
All Population,Life table,Malta,Male,85-89 years,Probability of death,2023,0.45731584133302466,0.4977399010387033,0.41654614906414156
All Population,Life table,Malta,Female,85-89 years,Probability of death,2023,0.3899575016232253,0.42727455575220913,0.3530372634399054
All Population,Life table,Saudi Arabia,Male,80-84 years,Probability of death,2023,0.5177087602921296,0.5957373658243516,0.4375804435972207
All Population,Life table,Saudi Arabia,Female,80-84 years,Probability of death,2023,0.5871242986901073,0.6836893270143093,0.4968675641382171
All Population,Life table,Saudi Arabia,Male,85-89 years,Probability of death,2023,0.6721061623206155,0.7485456448884198,0.5923838719734975
All Population,Life table,Saudi Arabia,Female,85-89 years,Probability of death,2023,0.6675520248436246,0.7549757617562508,0.5778373475277542
All Population,Life table,Saudi Arabia,Male,90-94 years,Probability of death,2023,0.830512738168863,0.8960718252476079,0.7547057714205282
All Population,Life table,Saudi Arabia,Female,90-94 years,Probability of death,2023,0.764726839252022,0.8498787073899721,0.6725680167640817
All Population,Life table,Yemen,Male,85-89 years,Probability of death,2023,0.6439466883047605,0.7418267666676855,0.5389497097237087
All Population,Life table,Yemen,Female,85-89 years,Probability of death,2023,0.5699817806133737,0.677970379072797,0.46182243394507577
All Population,Life table,Yemen,Male,90-94 years,Probability of death,2023,0.78204479506179,0.8687409516568725,0.6842395698159212
All Population,Life table,Yemen,Female,90-94 years,Probability of death,2023,0.7015582821763815,0.8139866378912971,0.5667012315904616
All Population,Life table,Yemen,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Yemen,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Japan,Male,10-14 years,Probability of death,2023,0.0004394318072900014,0.0004708107663878608,0.0004068450572211724
All Population,Life table,Japan,Female,10-14 years,Probability of death,2023,0.0003727178646634327,0.0004041247215341631,0.00034464693075174634
All Population,Life table,Japan,Male,15-19 years,Probability of death,2023,0.0014201500812573938,0.0015073746069432152,0.0013391993691006852
All Population,Life table,Japan,Female,15-19 years,Probability of death,2023,0.0009370717285219878,0.0009972924055212994,0.0008781204188080066
All Population,Life table,New Zealand,Male,10-14 years,Probability of death,2023,0.00058662320518408,0.0006626901296670928,0.0005206832842819531
All Population,Life table,New Zealand,Female,10-14 years,Probability of death,2023,0.0005301658402268704,0.0005952929666273753,0.0004675510941387878
All Population,Life table,New Zealand,Male,15-19 years,Probability of death,2023,0.0027526873626069408,0.003051415651823522,0.002454772883309919
All Population,Life table,New Zealand,Female,15-19 years,Probability of death,2023,0.001478827814119582,0.0016759843928187883,0.0013205323921839068
All Population,Life table,New Zealand,Male,20-24 years,Probability of death,2023,0.004269567081928283,0.004733387158628057,0.003825608962775756
All Population,Life table,New Zealand,Female,20-24 years,Probability of death,2023,0.0018062899152835688,0.002018018857264842,0.0015915270769748635
All Population,Life table,New Zealand,Male,25-29 years,Probability of death,2023,0.004226029094513602,0.004693213449227937,0.0038078563461469233
All Population,Life table,New Zealand,Female,25-29 years,Probability of death,2023,0.0020016516284496965,0.0022395836493855348,0.0017916720456989832
All Population,Life table,New Zealand,Male,30-34 years,Probability of death,2023,0.004890385491194112,0.005394610637189592,0.004426097384919445
All Population,Life table,New Zealand,Female,30-34 years,Probability of death,2023,0.0021662747016750377,0.0024472607141883315,0.0019418744081503153
All Population,Life table,New Zealand,Male,35-39 years,Probability of death,2023,0.005369598268923636,0.005923918011754748,0.004818965960095317
All Population,Life table,New Zealand,Female,35-39 years,Probability of death,2023,0.003309054473607958,0.0037273149326623374,0.002946409481401066
All Population,Life table,New Zealand,Male,40-44 years,Probability of death,2023,0.007839624254682223,0.00863238189502354,0.0071219213668668015
All Population,Life table,New Zealand,Female,40-44 years,Probability of death,2023,0.005374491481056004,0.00596409495184394,0.004807340156963033
All Population,Life table,New Zealand,Male,45-49 years,Probability of death,2023,0.011210901629745793,0.012244118527556937,0.010199220935510131
All Population,Life table,New Zealand,Female,45-49 years,Probability of death,2023,0.007900587785139567,0.008753947540851539,0.0071719478295669105
All Population,Life table,New Zealand,Male,50-54 years,Probability of death,2023,0.017266392519638917,0.018663557793145026,0.015900513567820764
All Population,Life table,New Zealand,Female,50-54 years,Probability of death,2023,0.012392174469760351,0.013654782806453639,0.011242807971282218
All Population,Life table,New Zealand,Male,55-59 years,Probability of death,2023,0.02870172394866291,0.03092694293038076,0.026531954270552608
All Population,Life table,New Zealand,Female,55-59 years,Probability of death,2023,0.019162138346367978,0.020936947796292276,0.017498160172115605
All Population,Life table,New Zealand,Male,60-64 years,Probability of death,2023,0.042623316041847305,0.04547472346973195,0.03972531920480777
All Population,Life table,New Zealand,Female,60-64 years,Probability of death,2023,0.030294963968320234,0.032920201013071256,0.028005751574409044
All Population,Life table,New Zealand,Male,65-69 years,Probability of death,2023,0.06288937135513471,0.06694626396902899,0.058952579604588363
All Population,Life table,New Zealand,Female,65-69 years,Probability of death,2023,0.044416716248744846,0.04794677325751416,0.04125242358921612
All Population,Life table,New Zealand,Male,70-74 years,Probability of death,2023,0.09778979369156898,0.1033757148700683,0.09251696507451776
All Population,Life table,New Zealand,Female,70-74 years,Probability of death,2023,0.06742261715012589,0.07252681263124229,0.06286740080244885
All Population,Life table,New Zealand,Male,75-79 years,Probability of death,2023,0.16669278486601918,0.1750489438533452,0.15895834041987694
All Population,Life table,New Zealand,Female,75-79 years,Probability of death,2023,0.12309058155400208,0.13085887242790797,0.11572376394669887
All Population,Life table,New Zealand,Male,80-84 years,Probability of death,2023,0.28478818923697286,0.29734238271090785,0.27278293760079964
All Population,Life table,New Zealand,Female,80-84 years,Probability of death,2023,0.216782108745467,0.22811294047904968,0.20574655532864528
All Population,Life table,New Zealand,Male,85-89 years,Probability of death,2023,0.468085234774357,0.4858558434767405,0.4505261483690081
All Population,Life table,New Zealand,Female,85-89 years,Probability of death,2023,0.38764553733533763,0.40481259557011984,0.37097372941191725
All Population,Life table,New Zealand,Male,90-94 years,Probability of death,2023,0.658821240891433,0.6799227973423667,0.6374035989322281
All Population,Life table,New Zealand,Female,90-94 years,Probability of death,2023,0.5835748883306346,0.6033193401131381,0.562552977230353
All Population,Life table,New Zealand,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,New Zealand,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Benin,Male,80-84 years,Probability of death,2023,0.3947962102510838,0.4751309467675183,0.3265704132751867
